time_window,CRUSHED-ORE_Particle_size_-0.038mm,CYCLONEOVERFLOW-COMP_Particle_size_+0.038mm,CYCLONEOVERFLOW-COMP_Particle_size_+0.074mm,CYCLONEOVERFLOW-COMP_Particle_size_+0.150mm,CYCLONEOVERFLOW-COMP_Particle_size_+0.250mm,CYCLONEOVERFLOW-COMP_Particle_size_+0.300mm,CYCLONEOVERFLOW-COMP_Particle_size_+0.500mm,CYCLONEOVERFLOW-COMP_Particle_size_-0.038mm,FLOATATION_CONC-2_CaO,FLOATATION_CONC-2_MgO,FLOATATION_CONC-2_P2O5,FLOATATION_CONC-2_SiO2,FLOTATION_FEED_Particle_size_-0.038mm,PHOS_ACID_BENE_P2O5,PHOS_ACID_BENE_Specific_Gravity,R04_WATER_BENEPLANT_Calcium_Hardness_as_CaCO3,T25_WATER_BENEPLANT_COD,T25_WATER_BENEPLANT_Calcium_Hardness_as_CaCO3,T25_WATER_BENEPLANT_Total_hardness_as_CaCO3,T25_WATER_BENEPLANT_Turbidity,T25_WATER_TAILINGDAM_COD,T25_WATER_TAILINGDAM_Calcium_Hardness_as_CaCO3,T25_WATER_TAILINGDAM_pH,BELTFILTER-CONC_CaO,BELTFILTER-CONC_MgO,BELTFILTER-CONC_Moisture,BELTFILTER-CONC_P2O5,BELTFILTER-CONC_R2O3,BELTFILTER-CONC_SiO2,BELTFILTER-CONC_wt_%_+250_µm,CRUSHED-ORE_CaO,CRUSHED-ORE_MgO,CRUSHED-ORE_Moisture,CRUSHED-ORE_P2O5,CRUSHED-ORE_Paricle_size_+1.00mm,CRUSHED-ORE_Particle_size_+0.038mm,CRUSHED-ORE_Particle_size_+12.5mm,CRUSHED-ORE_Particle_size_+16.0mm,CRUSHED-ORE_Particle_size_+3.35mm,CRUSHED-ORE_Particle_size_+6.3mm,CRUSHED-ORE_Particle_size_+9.0mm,CRUSHED-ORE_R2O3,CRUSHED-ORE_SiO2,FLOATATION-TAIL-PRD_CaO,FLOATATION-TAIL-PRD_MgO,FLOATATION-TAIL-PRD_P2O5,FLOATATION-TAIL-PRD_SiO2,FLOATATION_CONC_CaO,FLOATATION_CONC_MgO,FLOATATION_CONC_P2O5,FLOATATION_CONC_SiO2,FLOTATION_FEED_CaO,FLOTATION_FEED_MgO,FLOTATION_FEED_P2O5,FLOTATION_FEED_Particle_size_+0.038mm,FLOTATION_FEED_Particle_size_+0.250mm,FLOTATION_FEED_SiO2,MILL-FEED_CaO,MILL-FEED_Chloride_as_Cl,MILL-FEED_MgO,MILL-FEED_Moisture,MILL-FEED_P2O5,MILL-FEED_Paricle_size_+1.00mm,MILL-FEED_Particle_size_+0.038mm,MILL-FEED_Particle_size_+12.5mm,MILL-FEED_Particle_size_+16.0mm,MILL-FEED_Particle_size_+3.35mm,MILL-FEED_Particle_size_+6.3mm,MILL-FEED_Particle_size_+9.0mm,MILL-FEED_Particle_size_-0.038mm,MILL-FEED_R2O3,MILL-FEED_SiO2,HARDNESSS_DIFFERENTIAL,WORK_INDEX
2018-03-20 09:00:00,,,,,,,,,,,,,7.7,,,200.0,,,,,205.0,950.0,7.7,51.403333333333336,0.55,17.76666666666667,30.366666666666664,0.25066666666666665,1.383333333333333,20.996666666666666,,,,,,,,,,,,,,46.49,1.15,8.0,0.71,,,,,49.535,0.46,21.85,71.0,21.3,1.07,48.56,,1.43,7.18,19.8,12.80445372,36.55184412,19.29366736,,6.854558107000001,6.054279749,6.263048017000001,12.17814892,0.63,1.15,0.5,3.97
2018-03-20 12:00:00,,,,,,,,,,,,,,50.585,1.604,,,,,,,,,51.01,0.57,17.866666666666667,29.46666666666667,0.26,1.3,22.026666666666667,48.91,0.71,6.39,20.6,13.38979633,33.8979633,22.90784432,,9.316394434,6.775559588999999,2.86348054,0.55,1.19,46.55,0.99,5.6,0.72,,,,,49.59,0.52,22.0,,,1.1,48.41,,0.66,5.94,19.8,14.47516296,36.07552259,18.63340076,,9.350415824,6.630703529,3.124297595,11.71049674,0.58,1.67,0.5,3.97
2018-03-20 15:00:00,,12.8,18.8,25.8,4.8,5.7,0.3,31.9,,,,,7.9,,,,,,,,,,,51.27333333333333,0.56,18.006666666666664,30.3,0.25,1.3366666666666667,22.100000000000005,,,,,,,,,,,,,,45.07,2.41,6.4,0.67,,,,,49.599999999999994,0.47,22.0,73.4,18.7,1.05,47.39,,2.09,6.4,20.2,13.92661081,35.48107483,10.83501878,,7.598959838,5.83646345,10.57497833,15.74689396,0.39,1.59,0.5,3.97
2018-03-20 18:00:00,,,,,,,,,51.31,0.85,28.2,1.17,5.7,,,180.0,,,,,,880.0,,50.84666666666667,0.75,18.27,29.566666666666663,0.25333333333333335,1.4266666666666665,21.713333333333335,47.43,1.7,6.83,19.6,16.19972887,35.04292815,9.692724808,,11.72616358,7.704473565,5.4676909170000005,0.38,1.98,45.27,2.19,7.2,0.72,51.53,0.69,30.3,1.14,49.16,1.06,21.6,,,1.15,48.39,390.0,1.52,7.05,20.8,14.89033585,32.12816998,16.31254284,,10.53803975,8.910212474,5.75736806,11.46333105,0.39,1.31,0.5,3.97
2018-03-20 21:00:00,,,,,,,,,,,,,,,,,,,,,,,,50.873333333333335,0.8666666666666667,18.14,27.833333333333332,0.26,1.2666666666666668,24.453333333333333,,,,,,,,,,,,,,45.47,2.01,7.2,0.72,,,,,49.06,0.975,21.05,78.6,15.7,1.085,48.23,,1.26,5.0,19.1,16.43807987,29.48769665,20.734167000000003,,10.87131908,6.272690601,5.707946753,10.48810004,0.61,1.32,0.5,3.97
2018-03-21 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,50.546666666666674,0.79,17.163333333333334,29.76666666666667,0.26,1.3933333333333333,28.436666666666667,48.56,1.49,6.94,19.8,13.94564988,33.78976195,14.28270487,,9.500737308,8.826627344,7.014956815,0.58,1.07,45.29,1.99,7.97,0.79,,,,,49.02,1.04,21.9,,,1.17,47.69,,1.63,6.46,18.39,14.81764856,32.42795205,12.9558786,,10.87732721,9.066564652,7.345065034,12.50956389,0.57,1.8,0.5,3.97
2018-03-21 03:00:00,,,,,,,,,,,,,5.7,,,,,,,,,,,50.11000000000001,0.9166666666666666,16.886666666666667,29.733333333333334,0.26333333333333336,1.5233333333333332,26.36,,,,,,,,,,,,,,44.6,3.06,6.9,0.8,,,,,49.129999999999995,1.015,20.799999999999997,75.7593,18.51,1.105,47.25,,2.47,6.25,19.8,13.16482359,23.03844128,24.93417588,,11.05845182,10.13691417,8.952080042,8.715113217,0.53,1.45,0.0,4.0
2018-03-21 06:00:00,,,,,,,,,52.81,0.47,33.7,1.43,,,,,,,,,,,,50.37766666666667,1.2166666666666666,17.37,29.233333333333334,0.27,1.4866666666666666,24.136666666666667,47.65,2.5,6.47,18.4,14.83841602,33.15885298,8.921256259,,10.17296313,8.261265362,10.87847064,0.63,1.07,45.44,2.19,7.7,0.74,51.04,0.62,33.3,1.37,48.89,1.36,20.6,,,1.1,48.3,425.0,1.86,6.97,19.3,11.56830473,23.16012227,27.22783917,,9.992946156,9.54620268,9.663766752999999,8.840818246,0.55,0.95,0.0,4.0
2018-03-21 09:00:00,,,,,,,,,,,,,6.6,,,220.0,,,,,235.0,930.0,8.0,50.52333333333333,0.9633333333333334,17.246666666666666,30.400000000000002,0.26,1.5533333333333335,25.33666666666667,,,,,,,,,,,,,,44.85,3.44,6.77,0.77,,,,,48.935,1.195,21.5,68.5,24.9,1.17,47.84,,2.38,6.72,18.92,14.367678699999999,38.29787234,7.793449677000001,,7.578293091,12.71814487,5.833134114,13.41142721,0.6,1.08,0.0,4.0
2018-03-21 12:00:00,,9.3,19.2,26.3,4.7,4.7,0.4,35.5,,,,,,50.31,1.595,,,,,,,,,50.35666666666666,0.9933333333333333,16.939999999999998,29.94333333333334,0.26333333333333336,1.47,24.433333333333334,46.0,2.71,5.95,18.0,11.2784859,28.96871379,15.681730400000001,,8.497489378,14.09810738,8.922363847,0.53,2.36,45.46,1.92,7.5,0.79,,,,,48.25,1.92,20.8,,,1.23,47.27,,2.16,6.28,20.0,12.82051282,31.33903134,15.95441595,,9.861932938999999,9.379793995,10.43173351,10.21257944,0.52,1.8,0.0,4.0
2018-03-21 15:00:00,,,,,,,,,,,,,7.0,,,,,,,,,,,50.68666666666667,0.9466666666666667,16.32,28.233333333333334,0.2733333333333334,1.2566666666666666,24.523333333333337,,,,,,,,,,,,,,45.41,1.9,7.2,0.74,,,,,48.64,1.2,20.25,73.6,19.4,1.12,47.64,,1.52,6.11,18.1,14.63899943,28.66685617,11.38430927,,12.83399659,11.21375782,11.12848209,10.13359864,0.68,1.46,0.0,4.0
2018-03-21 18:00:00,,,,,,,,,50.78,0.69,31.9,1.11,,,,240.0,,,,,,1100.0,,50.85,0.9199999999999999,17.006666666666664,28.766666666666666,0.27,1.2766666666666666,23.343333333333334,47.47,2.02,6.19,17.5,13.27678043,29.25626356,13.23732492,,10.495166699999999,10.00197278,13.00059183,0.68,1.16,44.95,2.35,7.6,0.76,50.85,0.74,31.6,1.2,48.99,1.06,20.4,,,1.09,48.02,549.0,1.66,6.69,18.8,14.10832798,32.73388996,16.65596232,,10.19053736,8.242346393,6.294155427000001,11.77478056,0.6,1.09,0.0,4.0
2018-03-21 21:00:00,,,,,,,,,,,,,5.3,,,,,,,,,,,50.69,0.8033333333333332,17.12,30.26666666666667,0.26333333333333336,1.2266666666666666,22.266666666666666,,,,,,,,,,,,,,44.85,2.89,7.2,0.69,,,,,48.815,1.1,21.1,78.5,16.2,1.0950000000000002,48.52,,1.25,7.39,19.6,11.42857143,27.36842105,33.55531686,,7.926960257999999,5.542427497,4.1460794839999995,10.03222342,0.57,1.23,0.0,4.0
2018-03-22 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,50.39666666666667,0.9433333333333334,17.52,30.0,0.26,1.2933333333333332,25.236666666666668,47.58,1.54,7.32,17.6,16.32977515,33.52259823,11.49216443,,11.65114695,8.653191006,6.177606178,0.6,1.46,45.69,1.81,7.5,0.72,,,,,48.61,1.15,19.1,,,0.94,48.55,,1.62,6.48,19.9,12.21906117,26.78520626,26.47226174,,9.943100996,6.92745377,8.577524893,9.075391181,0.57,0.81,0.0,4.0
2018-03-22 03:00:00,,,,,,,,,,,,,8.4,,,,,,,,,,,50.89000000000001,0.7200000000000001,17.46333333333333,30.466666666666665,0.25333333333333335,1.29,22.026666666666667,,,,,,,,,,,,,,45.22,2.4,7.41,0.71,,,,,49.040000000000006,0.655,20.25,78.0,13.6,1.025,47.85,,1.3,7.18,19.72,14.84178101,36.68440213,14.141697,,9.661159339,9.241108933,5.152618314,10.27723327,0.37,1.8,0.0,4.0
2018-03-22 06:00:00,,,,,,,,,51.68,0.83,28.5,1.05,,,,,,,,,,,,51.00333333333333,0.79,17.743333333333332,30.066666666666663,0.25666666666666665,1.2766666666666666,21.096666666666668,48.25,1.35,7.13,19.47,13.84410836,30.56340369,14.90776134,,9.772311783,7.595147083,6.664450723,0.62,1.21,45.78,1.85,7.6,0.69,52.1,0.52,30.08,1.07,48.98,0.71,20.4,,,0.95,48.39,567.0,1.18,6.4,19.39,13.26633166,34.48911223,16.7001675,,9.614740369,8.492462312,9.313232831,8.123953099,0.61,1.11,0.0,4.0
2018-03-22 09:00:00,,,,,,,,,,,,,11.4,,,180.0,,,,,165.0,920.0,8.0,50.82333333333333,0.9333333333333332,17.12,27.906666666666666,0.261,1.2666666666666666,21.11,,,,,,,,,,,,,,47.03,1.34,8.57,0.63,,,,,49.055,0.9099999999999999,20.68,70.7,17.9,1.0550000000000002,48.11,,1.79,7.3,19.19,11.31356634,27.53023025,10.46877588,,9.491469273,19.31422892,10.84975981,11.03196952,0.58,1.21,0.0,4.0
2018-03-22 12:00:00,,,,,,,,,,,,,,52.28,1.6159999999999999,,,,,,,,,51.17666666666667,0.8066666666666666,16.569999999999997,29.53333333333333,0.26,1.22,21.279999999999998,48.05,1.4,7.18,19.1,14.21001927,22.63969171,22.25433526,,14.33044316,9.561657033,9.417148362,0.59,1.24,46.24,1.42,7.8,0.7,,,,,48.89,0.7,20.3,,,0.99,48.35,,1.13,6.72,19.5,16.37795276,30.34120735,15.64304462,,9.002624672,9.842519685,8.372703412,10.41994751,0.63,1.3,0.0,4.0
2018-03-22 15:00:00,,13.1,19.7,23.7,5.8,4.4,0.2,33.2,,,,,17.3,,,,,,,,,,,51.22,0.7333333333333334,16.83,30.0,0.26333333333333336,1.2633333333333334,21.05666666666667,,,,,,,,,,,,,,45.61,1.57,7.3,0.73,,,,,48.96,0.855,20.5,61.3,21.4,1.045,48.54,,1.35,6.93,19.8,12.52818842,34.37734904,16.58732147,,8.368829867,8.644450013,7.541969431,11.95189176,0.57,1.13,0.0,4.0
2018-03-22 18:00:00,,,,,,,,,51.27,0.56,28.9,1.16,,,,200.0,,,,,,960.0,,50.99333333333334,0.79,17.123333333333335,28.86666666666667,0.27,1.3,20.040000000000003,47.74,1.19,5.34,17.9,12.08775029,26.59010601,28.20965842,,9.349234393,6.905182568,9.246171967,0.6,1.38,46.45,0.74,7.4,0.72,52.15,0.47,30.4,1.24,48.75,0.52,19.9,,,1.1,47.74,549.0,1.18,7.15,18.5,14.03578529,31.94168323,14.91053678,,10.66931743,8.747514911,8.813783962999999,10.8813784,0.66,1.35,0.0,4.0
2018-03-22 21:00:00,,,,,,,,,,,,,7.5,,,,,,,,,,,51.26,0.48333333333333334,16.5,27.333333333333332,0.2733333333333334,1.4833333333333334,21.959999999999997,,,,,,,,,,,,,,46.11,0.97,7.1,0.74,,,,,48.58,0.435,19.4,78.0,14.5,1.115,47.85,,0.47,5.76,18.2,16.21799081,31.20485883,13.62442548,,13.59159554,8.634274458,8.420879842,8.305975049,0.61,1.69,0.0,4.0
2018-03-23 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,51.27,0.4333333333333333,16.693333333333335,29.86666666666667,0.25333333333333335,1.3566666666666667,20.88333333333333,48.71,0.56,7.15,20.0,15.74577727,33.55281993,8.789006585,,11.22244489,8.416833667,9.676495849,0.51,1.34,46.37,0.79,7.7,0.7,,,,,49.3,0.35,20.7,,,1.03,48.94,,0.46,6.53,20.4,14.86345904,34.4343303,16.25487646,,10.36410923,6.931079324,7.022106632000001,10.13003901,0.47,1.05,0.0,4.0
2018-03-23 03:00:00,,15.0,19.9,23.4,2.5,2.9,0.2,36.1,,,,,8.3,,,,,,,,,,,51.526666666666664,0.41,17.713333333333335,30.066666666666666,0.25333333333333335,1.1900000000000002,22.459999999999997,,,,,,,,,,,,,,46.74,0.61,7.9,0.63,,,,,49.085,0.315,20.200000000000003,75.4,16.3,0.995,49.19,,0.68,6.74,20.1,13.81381381,29.72972973,14.71471471,,9.60960961,10.21021021,11.41141141,10.51051051,0.53,1.33,0.0,4.0
2018-03-23 06:00:00,,,,,,,,,50.98,0.46,30.9,1.29,7.3,,,,,,,,,,,51.833333333333336,0.6133333333333333,16.406666666666666,27.266666666666666,0.25333333333333335,1.07,21.14666666666667,48.81,0.64,7.35,19.4,16.15053763,33.91397849,17.01075269,,9.11827957,6.731182796000001,7.591397849,0.46,1.06,46.41,0.69,6.7,0.67,51.01,0.45,30.1,1.23,48.54,0.83,18.6,,,0.93,48.09,355.0,1.1,6.93,18.11,17.614738199999998,32.41758242,9.599224305,,12.63736264,10.63348416,7.724628312999999,9.372979961,0.49,1.15,0.0,4.0
2018-03-23 09:00:00,,,,,,,,,,,,,,49.86,1.6,280.0,,,,,212.0,,7.9,51.65,0.4733333333333334,16.400000000000002,29.333333333333332,0.25,1.1433333333333333,23.546666666666667,,,,,,,,,,,,,,,,,,,,,,48.905,0.525,19.7,74.7,18.0,1.01,,,,,,,,,,,,,,,,0.0,4.0
2018-03-23 12:00:00,,12.4,21.3,24.8,3.9,2.3,0.1,35.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.0
2018-03-23 15:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.85,,0.84,6.23,20.0,12.63627354,27.56854972,13.36306574,,13.03270565,10.76973902,13.42913776,9.200528576,0.47,1.03,0.0,4.0
2018-03-23 18:00:00,,,,,,,,,51.75,0.43,34.2,1.06,,,,220.0,,,,,,1100.0,,51.084999999999994,0.54,16.54,31.9,0.26,1.28,22.240000000000002,49.15,1.07,6.54,21.1,12.35421166,28.96328294,21.46868251,,10.56155508,7.6889848810000005,8.98488121,0.46,1.0,45.66,2.07,7.7,0.62,51.8,0.5,33.9,1.03,49.45,0.7,21.6,,,0.98,48.84,389.0,1.02,5.06,20.3,16.76593867,34.2378116,4.875358482,,13.28038826,9.463931171,10.23604677,11.14052504,0.45,1.15,0.0,4.0
2018-03-23 21:00:00,,,,,,,,,,,,,7.1,,,,,,,,,,,51.473333333333336,0.5866666666666668,16.64,31.233333333333334,0.25333333333333335,1.0766666666666664,26.17,,,,,,,,,,,,,,45.78,2.0,7.7,0.63,,,,,49.599999999999994,0.675,21.7,74.2,18.7,0.915,48.82,,1.12,6.38,20.0,16.79851094,35.80735226,16.56584458,,5.118659842,8.887854816,4.769660307,12.05211726,0.49,0.96,0.0,4.0
2018-03-24 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,51.580000000000005,0.6666666666666666,16.80333333333333,29.566666666666666,0.25666666666666665,1.0266666666666666,26.25,48.61,1.21,6.27,19.8,11.44082946,26.33178405,27.88702181,,8.652127279,8.15159099,6.8287450839999995,0.5,1.25,45.48,2.0,7.6,0.63,,,,,49.48,0.88,21.6,,,0.86,48.82,,1.29,6.55,20.0,15.04517756,31.72935491,11.62008825,,12.31351124,9.518806472,7.4805631439999996,12.29249842,0.48,0.75,0.0,4.0
2018-03-24 03:00:00,,,,,,,,,,,,,16.2,,,,,,,,,,,51.35666666666666,0.6333333333333333,16.623333333333335,29.166666666666668,0.25666666666666665,1.08,24.26,,,,,,,,,,,,,,45.0,2.64,7.33,0.64,,,,,49.32,0.69,20.8,64.3,19.5,0.955,48.14,,1.6,6.31,19.2,16.73760097,37.78337531,10.96152176,,12.05593677,4.74246504,4.203943368,13.51515678,0.63,1.12,0.0,4.0
2018-03-24 06:00:00,,,,,,,,,52.69,0.32,31.5,1.03,,,,,,,,,,,,51.223333333333336,0.7399999999999999,17.23333333333333,28.133333333333336,0.26666666666666666,0.8399999999999999,27.573333333333334,48.93,1.33,6.75,20.4,14.14808698,32.28736581,7.762180017,,11.72584641,11.12028626,10.9551335,0.5,0.95,46.8,1.74,8.0,0.66,51.89,0.63,31.3,1.09,49.1,0.86,20.14,,,1.05,48.35,496.0,1.29,6.9,18.6,12.52580867,24.19132829,19.71782519,,10.90846524,10.770819,12.45698555,9.428768066,0.54,1.19,0.0,4.0
2018-03-24 09:00:00,,,,,,,,,,,,,7.0,50.06,1.5959999999999999,210.0,,,,,206.0,930.0,8.1,51.04333333333333,0.63,16.42,29.48333333333333,0.26666666666666666,1.1333333333333333,29.19,,,,,,,,,,,,,,45.71,1.76,7.53,0.64,,,,,48.864999999999995,0.89,21.0,74.1,18.9,0.98,48.66,,1.08,6.75,20.112000000000002,13.85504852,28.39149288,16.64257692,,11.89345447,8.69295891,10.51001445,10.01445385,0.5,0.99,0.0,4.0
2018-03-24 12:00:00,,,,,,,,,,,,,,,,,,,,,,,,51.68666666666667,0.61,15.89,29.38,0.27,1.0633333333333335,26.753333333333334,48.33,0.98,5.82,18.94,12.69622693,25.36491325,25.58523823,,10.21757092,9.418892867,7.215643074,0.55,1.44,45.56,1.8,7.31,0.64,,,,,49.1,0.55,20.15,,,0.9,48.23,,1.15,6.01,19.71,9.445407279,20.71057192,40.03466205,,8.197573657000001,6.377816291,9.064124782999999,6.169844021,0.37,1.0,0.0,4.0
2018-03-24 15:00:00,,,,,,,,,,,,,8.0,,,,,,,,,,,51.38666666666666,0.6936666666666667,15.839999999999998,28.793333333333333,0.2733333333333334,1.03,29.903333333333336,,,,,,,,,,,,,,45.19,2.67,7.3,0.64,,,,,49.17,0.73,20.21,72.4,19.6,0.93,48.24,,1.27,4.38,18.8,12.61189045,26.72010688,12.798931199999998,,10.39412158,14.776219099999999,15.75150301,6.947227788999999,0.57,0.99,0.0,4.0
2018-03-24 18:00:00,,,,,,,,,52.11,0.56,31.6,0.87,,,,240.0,,,,,,1080.0,,50.98333333333333,0.7466666666666667,16.413333333333334,29.03333333333333,0.27,1.18,25.473333333333333,48.63,1.19,4.57,20.2,12.54600201,27.09936434,19.90632319,,11.57577785,7.62796922,11.82669789,0.63,1.18,45.57,1.96,7.6,0.61,52.22,0.58,31.8,0.9,48.93,0.87,20.2,,,1.01,48.71,390.0,1.23,5.18,20.0,16.51909242,28.80464859,22.05312673,,11.4831212,6.115107914,7.387935805,7.636967349,0.52,0.99,0.0,4.0
2018-03-24 21:00:00,,,,,,,,,,,,,8.4,,,,,,,,,,,51.626666666666665,0.7066666666666667,16.226666666666667,29.49666666666667,0.25333333333333335,1.0166666666666666,26.583333333333332,,,,,,,,,,,,,,45.32,2.25,7.5,0.64,,,,,49.35,0.78,21.2,69.0,22.6,0.8999999999999999,48.75,,1.25,6.62,19.5,16.22364803,32.56186984,14.848762599999999,,10.97616865,7.4243813020000005,7.630614115,10.33455545,0.49,0.8,0.0,4.0
2018-03-25 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,50.78666666666667,0.7366666666666667,16.516666666666666,29.5,0.26333333333333336,1.0833333333333333,29.363333333333333,48.81,1.37,7.18,19.9,14.21555252,29.57708049,16.20736698,,10.9686221,7.5579809000000004,9.849931787000001,0.46,0.89,45.22,2.36,7.8,0.68,,,,,49.5,0.83,21.3,,,0.92,48.06,,1.18,6.48,18.7,14.81020535,33.94523958,13.69010579,,10.54760423,5.009334163,10.17423771,11.82327318,0.59,1.44,0.0,4.0
2018-03-25 03:00:00,,,,,,,,,,,,,7.2,,,,,,,,,,,51.11666666666667,0.7233333333333333,16.610000000000003,29.933333333333334,0.27,1.07,28.586666666666662,,,,,,,,,,,,,,44.69,2.67,7.1,0.65,,,,,49.375,0.9,21.15,73.1,19.7,0.915,47.92,,1.82,6.62,20.07,9.746452663,23.37752966,39.38125145,,7.001628286,5.187252849,6.955105839,8.350779251,0.4,0.93,0.0,4.0
2018-03-25 06:00:00,,,,,,,,,51.19,0.8,29.2,1.45,,,,,,,,,,,,51.419999999999995,0.84,16.526666666666667,29.276666666666667,0.27,1.0766666666666667,28.21666666666667,48.48,1.51,7.18,19.4,13.96801599,27.13643178,12.69365317,,13.593203400000002,9.645177411,12.89355322,0.48,0.95,44.99,2.62,7.5,0.67,51.79,0.78,30.7,1.44,48.77,0.96,19.6,,,0.9,48.07,425.0,1.19,6.55,18.7,13.43479402,26.68590921,16.21621622,,13.64471267,9.420099711,11.07320913,9.52505904,0.54,1.21,0.0,4.0
2018-03-25 09:00:00,,,,,,,,,,,,,8.4,49.19,1.604,240.0,,,,,280.0,940.0,7.9,51.163333333333334,0.86,16.51,28.166666666666668,0.26,1.2133333333333336,29.073333333333334,,,,,,,,,,,,,,45.29,2.47,8.1,0.68,,,,,48.97,0.895,20.25,72.5,19.1,1.085,48.21,,2.14,7.73,20.28,15.84133401,34.48711470000001,9.14603335,,12.15260232,7.579585649,7.453259222000001,13.34007074,0.37,0.85,0.0,4.0
2018-03-25 12:00:00,,,,,,,,,,,,,,,,,,,,,,,,51.04333333333333,0.8233333333333333,16.083333333333332,27.599999999999998,0.26666666666666666,1.2533333333333332,26.88,48.2,1.28,6.98,18.6,11.64921466,25.53992147,29.89201571,,9.653141361,6.413612565,7.378926702,0.48,1.26,45.02,2.66,7.3,0.66,,,,,50.71,0.84,19.5,,,1.27,48.21,,1.11,7.02,18.8,12.90993072,21.45496536,30.0,,12.84064665,7.551963047999999,7.52886836,7.713625866,0.47,1.4,0.0,4.0
2018-03-25 15:00:00,,11.3,17.0,22.3,6.5,7.0,0.4,35.5,,,,,,,,,,,,,,,,50.95666666666667,0.79,16.466666666666665,28.733333333333334,0.26,1.21,27.74666666666667,,,,,,,,,,,,,,44.18,3.35,6.8,0.69,,,,,49.33,0.85,21.049999999999997,73.1,19.7,0.98,47.94,,1.61,6.5,18.2,12.70072993,29.618815899999998,19.04298459,,13.80373074,8.207623682000001,5.904298459,10.72181671,0.59,1.04,0.0,4.0
2018-03-25 18:00:00,,,,,,,,,51.42,0.65,30.0,1.18,,,,420.0,,,,,,1040.0,,51.05666666666667,0.8700000000000001,17.19,29.176666666666666,0.26333333333333336,1.1266666666666667,31.096666666666664,48.42,1.19,6.59,18.9,10.57579318,20.86956522,22.30317274,,11.51586369,11.46886016,14.64159812,0.59,1.06,45.69,1.94,7.9,0.71,51.2,0.66,30.5,1.2,49.5,0.94,21.68,,,0.98,48.07,408.0,1.49,6.94,19.1,12.52910053,30.13756614,18.22222222,,10.58201058,6.878306877999999,11.02645503,10.62433862,0.49,1.56,0.0,4.0
2018-03-25 21:00:00,,,,,,,,,,,,,8.1,,,,,,,,,,,51.68333333333334,0.7533333333333334,17.569999999999997,29.8,0.27,1.19,24.62,,,,,,,,,,,,,,46.24,1.29,8.11,0.72,,,,,49.36,0.625,21.35,65.5,26.4,0.99,48.09,,0.86,6.68,20.74,15.63672261,32.81342547,15.75518263,,11.64856861,7.028627837999999,6.692991115,10.42448174,0.51,1.12,0.0,4.0
2018-03-26 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,51.29,0.62,17.56,30.536666666666665,0.25666666666666665,1.2366666666666666,25.603333333333335,49.45,0.8,7.51,21.15,13.81810648,32.64967889,17.71286513,,10.37911746,8.348870933999999,7.043712451,0.46,0.94,45.92,1.55,8.05,0.71,,,,,49.43,0.53,21.5,,,0.98,49.08,,0.76,7.0,21.08,12.04031599,23.23617543,28.38463634,,11.14137837,7.4911468260000005,10.59656769,7.109779352,0.44,1.19,0.0,4.0
2018-03-26 03:00:00,,,,,,,,,,,,,6.8,,,,,,,,,,,51.443333333333335,0.62,17.30666666666667,30.430000000000003,0.25333333333333335,1.2033333333333334,27.62,,,,,,,,,,,,,,44.26,2.3,7.4,0.85,,,,,49.629999999999995,0.615,21.68,73.1,20.1,1.0350000000000001,48.03,,1.48,5.51,19.2,17.5879397,31.87559419,8.855086242,,14.12467744,8.664946353,8.81434198,10.0774141,0.57,1.33,0.5,3.94
2018-03-26 06:00:00,,,,,,,,,51.45,1.19,30.8,0.97,,,,,,,,,,,,51.07333333333333,0.88,17.87,29.133333333333336,0.26333333333333336,1.23,26.409999999999997,48.38,1.55,7.37,19.5,13.38080404,30.64827177,16.86693369,,8.292538198999999,9.316125204,10.50289275,0.51,1.27,44.26,3.86,8.0,0.72,51.48,0.86,31.9,0.83,49.66,1.26,21.4,,,1.2,49.0,691.0,1.28,7.02,21.0,19.661952399999997,36.44360124,3.087271473,,13.88409796,8.882373232,5.881338392999999,12.159365300000001,0.52,1.02,0.5,3.94
2018-03-26 09:00:00,,,,,,,,,,,,,5.3,,,480.0,,,,,252.0,960.0,7.9,50.913333333333334,1.12,17.936666666666667,29.266666666666666,0.26666666666666666,1.0766666666666669,32.02,,,,,,,,,,,,,,45.2,2.41,7.6,0.73,,,,,49.64,1.37,22.285,71.7,23.0,1.065,48.37,,2.26,6.51,19.6,13.05189094,27.59894459,18.68073879,,10.8707124,8.056288477999999,11.94371152,9.797713281,0.52,0.82,0.5,3.94
