time_window,CRUSHED-ORE_Particle_size_-0.038mm,CYCLONEOVERFLOW-COMP_Particle_size_+0.038mm,CYCLONEOVERFLOW-COMP_Particle_size_+0.074mm,CYCLONEOVERFLOW-COMP_Particle_size_+0.150mm,CYCLONEOVERFLOW-COMP_Particle_size_+0.250mm,CYCLONEOVERFLOW-COMP_Particle_size_+0.300mm,CYCLONEOVERFLOW-COMP_Particle_size_+0.500mm,CYCLONEOVERFLOW-COMP_Particle_size_-0.038mm,FLOATATION_CONC-2_CaO,FLOATATION_CONC-2_MgO,FLOATATION_CONC-2_P2O5,FLOATATION_CONC-2_SiO2,FLOTATION_FEED_Particle_size_-0.038mm,PHOS_ACID_BENE_P2O5,PHOS_ACID_BENE_Specific_Gravity,R04_WATER_BENEPLANT_Calcium_Hardness_as_CaCO3,T25_WATER_BENEPLANT_COD,T25_WATER_BENEPLANT_Calcium_Hardness_as_CaCO3,T25_WATER_BENEPLANT_Total_hardness_as_CaCO3,T25_WATER_BENEPLANT_Turbidity,T25_WATER_TAILINGDAM_COD,T25_WATER_TAILINGDAM_Calcium_Hardness_as_CaCO3,T25_WATER_TAILINGDAM_pH,BELTFILTER-CONC_CaO,BELTFILTER-CONC_MgO,BELTFILTER-CONC_Moisture,BELTFILTER-CONC_P2O5,BELTFILTER-CONC_R2O3,BELTFILTER-CONC_SiO2,BELTFILTER-CONC_wt_%_+250_µm,CRUSHED-ORE_CaO,CRUSHED-ORE_MgO,CRUSHED-ORE_Moisture,CRUSHED-ORE_P2O5,CRUSHED-ORE_Paricle_size_+1.00mm,CRUSHED-ORE_Particle_size_+0.038mm,CRUSHED-ORE_Particle_size_+12.5mm,CRUSHED-ORE_Particle_size_+16.0mm,CRUSHED-ORE_Particle_size_+3.35mm,CRUSHED-ORE_Particle_size_+6.3mm,CRUSHED-ORE_Particle_size_+9.0mm,CRUSHED-ORE_R2O3,CRUSHED-ORE_SiO2,FLOATATION-TAIL-PRD_CaO,FLOATATION-TAIL-PRD_MgO,FLOATATION-TAIL-PRD_P2O5,FLOATATION-TAIL-PRD_SiO2,FLOATATION_CONC_CaO,FLOATATION_CONC_MgO,FLOATATION_CONC_P2O5,FLOATATION_CONC_SiO2,FLOTATION_FEED_CaO,FLOTATION_FEED_MgO,FLOTATION_FEED_P2O5,FLOTATION_FEED_Particle_size_+0.038mm,FLOTATION_FEED_Particle_size_+0.250mm,FLOTATION_FEED_SiO2,MILL-FEED_CaO,MILL-FEED_Chloride_as_Cl,MILL-FEED_MgO,MILL-FEED_Moisture,MILL-FEED_P2O5,MILL-FEED_Paricle_size_+1.00mm,MILL-FEED_Particle_size_+0.038mm,MILL-FEED_Particle_size_+12.5mm,MILL-FEED_Particle_size_+16.0mm,MILL-FEED_Particle_size_+3.35mm,MILL-FEED_Particle_size_+6.3mm,MILL-FEED_Particle_size_+9.0mm,MILL-FEED_Particle_size_-0.038mm,MILL-FEED_R2O3,MILL-FEED_SiO2,HARDNESSS_DIFFERENTIAL,WORK_INDEX
2018-01-01 03:00:00,,,,,,,,,,,,,,,,,,,,,,,,52.07333333333333,0.6533333333333333,17.386666666666667,30.166666666666668,0.27,1.4633333333333332,25.488500586666664,,,,,,,,,,,,,,45.85,2.1,7.665,0.79,,,,,48.7,0.885,19.65,68.92130858,16.755084,1.13,46.96,,1.41,7.14,18.0,17.72091921,31.01160862,9.144752428,,12.05875385,10.37668799,9.097370291,10.5899076,0.4,1.84,0.5,4.27
2018-01-01 06:00:00,,,,,,,,,51.43,0.45,32.4,1.31,,,,,,,,,,,,50.45000000000001,0.79,17.66,28.5,0.3,1.6566666666666665,22.889999999999997,46.5,1.7,8.62,16.61,18.29489505,32.83233998,10.49494688,,11.97201347,8.888313034,6.892977455,0.73,2.02,47.565,1.14,11.1,0.75,51.63,0.4,33.3,1.3,47.77,0.74,17.7,,,1.34,46.71,355.0,1.94,7.43,16.2,20.09995654,35.41938288,7.5401999129999995,,11.51673186,8.691873099,4.737070838999999,11.99478488,0.83,1.5,0.5,4.27
2018-01-01 09:00:00,,,,,,,,,,,,,7.6,46.48,1.6059999999999999,,,,,,,,,51.06333333333333,0.5233333333333333,17.28,30.166666666666668,0.27,1.49,26.804333333333332,,,,,,,,,,,,,,46.355,1.36,8.6,0.855,,,,,49.465,0.63,21.675,68.8,22.1,1.225,47.64,,2.09,7.37,20.1,18.09473124,31.37307078,4.736562001,,14.63544439,10.32464077,7.317722193,13.51782863,0.56,1.45,0.5,4.27
2018-01-01 12:00:00,,,,,,,,,,,,,,,,750.0,,,,,212.0,1320.0,7.8,51.29,0.5,17.91,30.866666666666664,0.2966666666666667,1.5166666666666666,26.953333333333333,48.48,0.94,7.22,19.9,17.00492005,40.66728167,9.978474785,,7.318573186,5.781057811,3.6900369,0.76,1.16,46.205,1.345,8.15,0.77,,,,,49.26,0.5,19.9,,,1.0,48.42,,0.96,6.25,19.6,19.28507059,39.4112346,4.7762090719999994,,10.84409733,5.797536797999999,5.707419646,14.17843196,0.61,1.28,0.5,4.27
2018-01-01 15:00:00,,6.9,16.9,24.4,6.6,7.8,0.8,36.6,,,,,8.5,,,,,,,,,,,51.029999999999994,0.55,17.69666666666667,30.23333333333333,0.28,1.58,26.666666666666668,,,,,,,,,,,,,,45.77,1.575,7.7,0.76,,,,,49.095,0.635,21.1,66.8,26.6,1.2149999999999999,48.57,,0.88,6.91,19.9,14.66933868,24.5490982,24.88977956,,10.1002004,6.533066132,9.97995992,9.278557114,0.49,1.35,0.5,4.27
2018-01-01 18:00:00,,,,,,,,,51.56,0.38,33.8,1.04,,,,780.0,,,,,,1300.0,,51.223333333333336,0.6733333333333333,17.843333333333334,30.833333333333332,0.2866666666666667,1.4466666666666665,29.198363516666664,48.38,0.85,7.19,19.4,11.74392936,26.68874172,28.41059603,,8.233995585,6.181015453,9.889624723999999,0.55,1.31,45.695,2.08,8.5,0.72,51.79,0.46,32.7,1.37,49.26,0.78,21.4,,,1.34,48.2,443.0,0.87,7.26,19.1,17.13537118,34.91703057,13.79912664,,11.28384279,6.72489083,4.908296943,11.23144105,0.69,1.11,0.5,4.27
2018-01-01 21:00:00,,,,,,,,,,,,,6.8,,,,,,,,,,,51.105000000000004,0.65,17.285,29.95,0.275,1.455,31.66,,,,,,,,,,,,,,,,,,,,,,48.89,0.77,20.2,70.01039501,22.03742204,1.16,,,,,,,,,,,,,,,,0.5,4.27
2018-01-02 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,4.27
2018-01-02 03:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,4.27
2018-01-02 06:00:00,,,,,,,,,51.0,0.4,33.4,1.35,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,4.27
2018-01-02 09:00:00,,,,,,,,,,,,,,,,670.0,,,,,198.0,1320.0,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,4.27
2018-01-02 12:00:00,,10.8,18.4,23.3,3.4,7.0,0.5,36.7,,,,,8.1,46.45,1.639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,4.27
2018-01-02 15:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,4.27
2018-01-02 18:00:00,,,,,,,,,52.13,0.4,34.0,1.12,,,,660.0,,,,,,1280.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,4.27
2018-01-02 21:00:00,,,,,,,,,,,,,6.4,,,,,,,,,,,51.32,0.48,16.66,26.8,0.26,1.03,27.61,,,,,,,,,,,,,,46.58,0.99,8.2,0.72,,,,,49.69,0.4,22.6,,,1.04,49.0,,0.67,7.2,21.0,15.98837209,32.94573643,8.720930232999999,,12.1124031,9.060077519,11.14341085,10.02906977,0.51,1.25,0.5,4.27
2018-01-03 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,51.473333333333336,0.4566666666666667,17.326666666666668,29.94333333333333,0.25666666666666665,1.1633333333333333,28.603333333333335,48.9,0.53,7.74,20.1,11.3593603,22.13076199,25.25870179,,12.55879586,11.42991533,9.971777987000001,0.5,1.12,46.57,1.1,9.62,0.81,,,,,49.52,0.5,20.94,,,1.0,48.75,,0.7,6.48,20.9,12.84215912,25.86339217,16.0399079,,11.71655155,13.35379893,12.07469941,8.109490917999999,0.59,1.6,0.5,4.27
2018-01-03 03:00:00,,,,,,,,,,,,,,,,,,,,,,,,51.54,0.48,17.32,30.400000000000002,0.26333333333333336,1.27,27.716666666666665,,,,,,,,,,,,,,45.91,1.01,7.3,0.67,,,,,49.5,0.45999999999999996,21.17,72.3,21.7,1.1,49.22,,0.54,7.84,21.2,11.76593086,26.34319034,22.88629738,,9.475218659,9.058725531,11.53685964,8.933777593,0.51,1.17,0.5,4.25
2018-01-03 06:00:00,,,,,,,,,51.28,0.45,32.4,1.54,,,,,,,,,,,,51.300000000000004,0.48,17.64,30.263333333333332,0.26333333333333336,1.3366666666666667,27.176666666666666,47.89,0.55,7.5,19.1,14.75694444,29.93055556,19.44444444,,9.895833332999999,8.159722222000001,8.125,0.57,1.85,46.23,0.69,7.0,0.6,51.92,0.41,31.2,1.04,49.45,0.41,21.3,,,0.95,48.35,425.0,0.8,8.11,19.6,14.47131721,27.5034979,14.23146112,,12.65240855,10.67359584,10.59364381,9.874075555,0.57,1.5,0.5,4.25
2018-01-03 09:00:00,,,,,,,,,,,,,9.0,,,450.0,,,,,165.0,1300.0,8.3,51.99,0.48666666666666664,18.633333333333336,29.289999999999996,0.26,1.1566666666666665,31.086666666666662,,,,,,,,,,,,,,46.68,0.68,8.33,0.66,,,,,49.08,0.35,20.575000000000003,74.1,19.0,0.96,48.53,,0.6,7.44,19.8,24.84710567,29.07125587,11.8190869,,9.941686816,7.765609444,6.471341203,10.08391409,0.58,1.44,0.5,4.25
2018-01-03 12:00:00,,,,,,,,,,,,,,45.765,1.625,,,,,,,,,52.02333333333333,0.48666666666666664,18.48333333333333,29.71666666666667,0.25666666666666665,1.07,31.093333333333334,48.2,0.6,7.41,18.9,14.42528736,26.05363985,23.19923372,,9.750957854,7.45210728,9.731800766000001,0.51,1.49,45.37,2.5,8.5,0.68,,,,,48.96,0.39,20.0,,,0.83,48.83,,1.12,7.13,20.6,16.16866797,38.39709578,3.881597319,,11.78441776,8.628874616000001,6.1993856460000005,14.939960899999999,0.53,1.17,0.5,4.25
2018-01-03 15:00:00,,7.5,15.8,21.2,5.9,6.1,0.4,43.0,,,,,8.5,,,480.0,,,,,,1200.0,,51.25,0.7466666666666667,18.55,30.866666666666664,0.26333333333333336,1.02,24.14,,,,,,,,,,,,,,45.85,2.54,7.7,0.68,,,,,49.519999999999996,0.69,21.6,72.3,22.9,0.8899999999999999,48.13,,1.93,7.19,19.4,12.39542052,21.13606341,24.966974899999997,,9.819462792000001,15.45574637,9.379128137,6.847203875,0.37,0.84,0.5,4.25
2018-01-03 18:00:00,,,,,,,,,51.94,0.37,33.1,1.19,,,,,,,,,,,,51.65,0.6766666666666667,17.26,29.566666666666666,0.26333333333333336,1.0866666666666667,27.316666666666666,48.09,1.51,7.37,18.7,17.88423154,32.99401198,4.391217565,,12.475049900000002,10.45908184,8.78243513,0.62,0.98,45.7,1.74,7.5,0.67,52.15,0.6,33.3,0.98,48.91,0.77,19.8,,,0.84,48.08,355.0,1.56,6.94,18.7,19.58199357,31.86495177,8.263665595,,11.60771704,8.360128617,6.398713826,13.92282958,0.51,1.04,0.5,4.25
2018-01-03 21:00:00,,,,,,,,,,,,,14.2,,,,,,,,,,,50.22,0.7066666666666667,16.866666666666667,29.133333333333336,0.3066666666666667,1.9666666666666668,28.53333333333333,,,,,,,,,,,,,,45.28,1.82,7.5,1.02,,,,,48.615,0.755,20.58,73.9,17.0,1.75,48.03,,1.22,5.65,19.0,13.16730875,29.03137039,21.601541,,9.576224546,6.714364337,9.521188772999999,10.388002199999999,0.85,1.63,0.5,4.25
2018-01-04 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,49.60333333333333,0.8133333333333334,18.156666666666666,29.933333333333334,0.3333333333333333,2.29,26.093333333333334,46.61,1.2,5.86,17.8,11.37349398,22.65060241,24.09638554,,11.4939759,10.28915663,12.5060241,0.93,3.1,45.43,1.31,7.21,0.82,,,,,48.99,0.81,20.9,,,1.33,48.35,,0.98,6.02,20.1,12.44343891,31.05717812,24.68120115,,10.69518717,7.8774167010000005,5.018510901,8.227067051,0.77,1.6,0.5,4.25
2018-01-04 03:00:00,,,,,,,,,,,,,12.8,,,,,,,,,,,48.78666666666666,0.6733333333333333,17.39,29.96666666666667,0.3666666666666667,3.106666666666667,25.903333333333332,,,,,,,,,,,,,,45.44,1.54,6.5,0.81,,,,,48.425,0.725,21.67,73.2,18.7,2.125,48.35,,1.12,6.05,20.5,14.16253503,32.93813322,20.02586764,,9.980599267,6.165121793,7.760293167,8.967449881,0.65,1.93,0.5,4.17
2018-01-04 06:00:00,,,,,,,,,51.31,0.45,31.8,1.36,,,,,,,,,,,,48.413333333333334,0.6533333333333333,17.376666666666665,29.53333333333333,0.34,3.573333333333333,25.463333333333335,47.95,1.0,6.13,20.1,12.81888766,27.49168119,19.6006972,,11.5829504,8.936777056,11.09174457,0.68,2.45,46.02,0.95,6.8,0.81,49.27,0.43,32.5,3.39,48.27,0.78,20.9,,,2.64,47.84,425.0,0.78,5.94,20.4,11.522896699999999,28.05111821,24.74973376,,9.371671991,7.987220447,9.946751864,8.370607029,0.81,2.68,0.5,4.17
2018-01-04 09:00:00,,,,,,,,,,,,,23.8,,,330.0,,,,,172.0,1210.0,8.2,48.10999999999999,0.5033333333333333,16.419999999999998,29.566666666666663,0.3933333333333333,4.086666666666667,23.77,,,,,,,,,,,,,,45.58,1.58,7.9,0.96,,,,,47.89,0.45499999999999996,20.3,71.5,22.0,2.775,47.3,,1.41,5.51,19.3,14.07458326,26.99776594,19.64255027,,13.38717993,8.334765424,9.434610758,8.128544423,0.56,1.96,0.5,4.17
2018-01-04 12:00:00,,8.2,16.7,25.1,4.4,5.7,0.4,39.4,,,,,19.6,47.365,1.636,,,,,,,,,48.85666666666666,0.6033333333333334,17.2,29.916666666666668,0.42333333333333334,3.2399999999999998,20.23,47.4,0.74,7.18,18.2,12.517507,25.17507003,25.96288515,,10.99439776,8.981092437000001,8.56092437,0.93,2.11,45.74,1.39,7.6,0.89,,,,,48.56,0.61,20.15,,,1.8,47.67,,0.8,6.73,19.7,14.15679639,31.45328069,19.10133484,,9.70107163,6.0913705579999995,9.738672682999999,9.757473209,0.91,2.39,0.5,4.17
2018-01-04 15:00:00,,,,,,,,,,,,,,,,,,,,,,,,50.03666666666666,0.5566666666666668,17.173333333333336,30.5,0.3466666666666667,2.376666666666667,22.709999999999997,,,,,,,,,,,,,,46.11,1.3,8.0,0.81,,,,,48.82,0.6950000000000001,21.0,72.4,20.1,1.625,48.1,,0.92,5.75,19.4,14.66517022,29.46127946,16.18032174,,11.44781145,9.595959596,9.726898616,8.922558922999999,0.66,1.6,0.5,4.17
2018-01-04 18:00:00,,,,,,,,,51.9,0.37,32.7,1.35,,,,480.0,,1230.0,,,,,,49.0,0.6366666666666667,16.956666666666667,29.493333333333336,0.35333333333333333,3.3866666666666667,24.923333333333332,47.55,1.46,5.76,20.2,12.29681979,25.55948174,20.6360424,,11.16607774,9.25795053,13.19199058,1.03,2.03,45.83,1.42,7.6,0.88,49.88,0.47,32.0,2.81,47.64,1.12,18.38,,,2.33,48.03,425.0,0.87,5.7,19.9,14.13930537,27.50047447,19.30157525,,10.24862403,8.92009869,11.52021256,8.369709622,0.72,2.04,0.5,4.17
2018-01-04 21:00:00,,,,,,,,,,,,,8.8,,,,,,,,,,,49.30666666666667,0.6233333333333333,16.59,29.22,0.3333333333333333,2.893333333333333,27.310000000000002,,,,,,,,,,,,,,45.05,1.17,6.4,0.75,,,,,48.76,0.765,21.35,77.2,17.1,1.635,47.75,,1.15,7.68,18.4,13.60401842,23.96400167,20.51067392,,11.07157807,9.313520301,11.80410213,9.732105483,0.72,1.58,0.5,4.17
2018-01-05 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,50.56666666666666,0.7000000000000001,17.176666666666666,29.763333333333332,0.28,1.53,24.430000000000003,47.48,1.11,8.13,18.4,13.77702416,22.14215063,15.11940088,,13.0705101,12.53355942,13.25420376,0.67,2.25,45.46,1.63,7.0,0.7,,,,,48.6,0.58,19.6,,,1.18,48.54,,1.0,8.05,20.0,11.99556541,16.6075388,30.11086475,,13.259423499999999,8.425720621,12.61640798,6.984478936,0.62,1.2,0.5,4.17
2018-01-05 03:00:00,,3.9,18.3,22.5,3.6,5.2,0.4,46.1,,,,,11.5,,,,,,,,,,,50.19,1.1533333333333333,16.77,28.683333333333334,0.28,1.4966666666666668,24.856666666666666,,,,,,,,,,,,,,43.05,4.63,6.32,0.75,,,,,47.489999999999995,2.31,17.200000000000003,70.0,19.3,1.115,45.39,,4.06,6.48,13.5,18.74449339,30.57268722,10.15418502,,12.11453744,9.691629956,6.40969163,12.31277533,0.65,1.4,0.5,3.35
2018-01-05 06:00:00,,,,,,,,,51.28,0.48,32.8,1.49,,,,,,,,,,,,49.0,1.6766666666666665,16.516666666666666,27.233333333333334,0.27666666666666667,1.6833333333333333,28.0,47.48,2.04,7.04,17.5,17.54972156,28.19411297,17.94749403,,11.77406523,8.035003977999999,5.3937947489999996,0.7,1.18,45.11,2.23,7.6,0.85,50.43,0.74,31.0,1.41,48.36,1.27,19.9,,,1.56,47.03,266.0,2.14,6.94,16.7,17.12046205,25.20627063,14.83085809,,15.36716172,10.70544554,8.374587458999999,8.395214521,0.84,1.23,0.5,3.35
2018-01-05 09:00:00,,,,,,,,,,,,,6.6,51.24,1.63,500.0,,,,,196.0,1220.0,8.6,50.06666666666667,1.0233333333333332,17.599999999999998,29.46666666666667,0.27666666666666667,1.6900000000000002,22.76492823,,,,,,,,,,,,,,46.18,1.36,9.08,0.85,,,,,49.334999999999994,0.97,21.4,72.1,18.6,1.35,48.64,,0.86,7.18,20.51,15.32668882,27.41971207,18.42746401,,10.786268,8.261351052,9.789590255,9.988925802999999,0.59,1.46,0.5,3.35
2018-01-05 12:00:00,,9.3,16.7,23.0,3.3,5.3,0.3,42.0,,,,,,,,,,,,,,,,50.550000000000004,0.61,17.39,29.8,0.27,1.5766666666666669,23.65026967,49.23,0.98,7.37,21.4,15.2,26.4,15.8,,11.2,11.0,8.1,0.61,1.03,46.01,1.58,9.3,0.82,,,,,49.29,0.14,22.24,,,1.15,49.11,,0.98,6.79,21.2,17.9,26.7,16.6,,10.2,8.1,10.6,9.9,0.53,1.12,0.5,3.35
2018-01-05 15:00:00,,,,,,,,,,,,,,,,,,,,,,,,50.16,0.7799999999999999,17.25,30.433333333333337,0.28,1.8366666666666667,25.202978423333334,,,,,,,,,,,,,,45.8,4.62,7.9,0.86,,,,,49.335,1.025,21.700000000000003,67.58312020000001,17.13554987,1.355,47.88,,2.29,7.17,18.8,12.55462853,31.38657132,22.44735797,,7.96583234,4.847040127,6.893126737999999,13.90544299,0.66,1.21,0.5,3.35
2018-01-05 18:00:00,,,,,,,,,51.36,0.51,32.7,1.54,,,,440.0,,1200.0,,,,,,49.526666666666664,1.0566666666666666,17.333333333333332,29.5,0.2833333333333334,1.8133333333333332,24.77333333333333,48.72,1.56,8.23,20.6,14.7842343,28.44679857,15.39180558,,10.32871164,9.471880355,8.661785325,0.71,1.19,45.09,1.94,7.6,0.85,50.69,0.65,33.1,1.29,48.6,1.53,21.8,,,1.5,48.26,319.0,0.98,7.54,19.9,15.32653832,29.83515792,13.99270165,,11.29986158,7.474518686000001,7.27318485,14.798036999999999,0.68,1.79,0.5,3.35
2018-01-05 21:00:00,,,,,,,,,,,,,7.8,,,,,,,,,,,50.14,0.735,17.29,29.950000000000003,0.3,1.835,24.87,,,,,,,,,,,,,,,,,,,,,,49.44,0.68,21.9,71.3,20.9,1.32,,,,,,,,,,,,,,,,0.5,3.35
2018-01-06 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,3.35
2018-01-06 03:00:00,,,,,,,,,,,,,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,3.35
2018-01-06 06:00:00,,,,,,,,,52.44,0.4,34.1,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,3.35
2018-01-06 09:00:00,,,,,,,,,,,,,8.4,51.28,1.64,430.0,,,,,194.0,1090.0,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,3.35
2018-01-06 12:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,3.35
2018-01-06 15:00:00,,9.7,18.2,22.9,4.7,5.4,0.4,38.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,3.35
2018-01-06 18:00:00,,,,,,,,,52.17,0.39,34.2,0.89,,,,490.0,,,,,,1280.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,3.35
2018-01-06 21:00:00,,,,,,,,,,,,,6.6,,,,,,,,,,,51.14,0.56,16.45,28.7,0.25,1.49,22.76,,,,,,,,,,,,,,45.97,1.53,8.5,0.8,,,,,49.39,0.68,21.9,,,1.18,49.31,,0.78,7.18,21.4,15.52511416,33.5089568,3.986652617,7.13031261,11.257464,7.6044959610000005,6.849315067999999,14.137688800000001,0.57,0.99,0.5,3.35
2018-01-07 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,50.78666666666667,0.6566666666666666,15.950000000000001,29.63,0.25666666666666665,1.5066666666666666,24.313333333333333,48.18,0.62,6.72,19.5,13.04118268,19.79936642,12.19640971,14.85392467,12.05561422,9.098908835,12.17881028,0.55,1.8,46.54,1.32,10.4,0.87,,,,,49.33,0.66,22.75,,,1.15,49.31,,0.96,6.41,21.6,16.28078818,33.52216749,2.266009852,11.30541872,11.37931034,7.733990147999999,5.492610837000001,12.01970443,0.55,1.08,0.5,3.35
2018-01-07 03:00:00,,,,,,,,,,,,,7.8,,,,,,,,,,,50.81333333333333,0.64,16.346666666666668,30.266666666666666,0.25333333333333335,1.61,24.27,,,,,,,,,,,,,,45.78,1.64,8.19,0.81,,,,,49.095,0.56,20.8,77.6,15.7,1.15,48.42,,0.78,6.66,19.8,14.62632996,22.61248558,5.153185489,15.9466735,12.67786181,10.98577105,8.242533009,9.755159595,0.6,1.63,0.0,3.5
2018-01-07 06:00:00,,,,,,,,,52.31,0.32,34.4,0.96,,49.26,1.6,,,,,,,,,50.86333333333332,0.7000000000000001,15.87,28.066666666666666,0.26666666666666666,1.5466666666666669,27.080000000000002,48.13,0.69,6.85,19.05,10.51811453,19.80262304,13.12816517,18.94559148,9.622126996,8.115829113,12.59576678,0.67,1.36,46.59,0.82,8.1,0.73,52.04,0.49,31.6,1.12,48.88,0.78,19.8,,,1.32,47.42,443.0,1.11,5.25,18.2,13.17861021,20.35830619,7.641150923,27.59229099,9.256243214,7.776872964,7.3154180239999995,6.881107492000001,0.71,1.88,0.0,3.5
2018-01-07 09:00:00,,,,,,,,,,,,,6.5,,,560.0,,,,,204.0,1150.0,8.86,51.69,0.5833333333333334,15.506666666666668,27.843333333333334,0.2733333333333334,1.3466666666666667,24.810000000000002,,,,,,,,,,,,,,46.34,0.69,7.6,0.71,,,,,48.775000000000006,0.375,19.83,77.77,15.53,1.04,47.8,,0.82,3.89,19.36,11.83018868,28.98113208,5.981132075,24.52830189,7.018867925,7.339622642,5.075471698,9.245283019,0.48,1.94,0.0,3.5
2018-01-07 12:00:00,,,,,,,,,,,,,,50.86,1.646,,,,,,,,,51.50333333333333,0.43333333333333335,15.800000000000002,28.916666666666668,0.26666666666666666,1.37,22.97,48.38,0.41,4.66,19.76,6.962962963,19.65925926,9.155555556,41.45185185,5.940740741,5.037037037,5.377777778,0.63,1.2,46.4,0.7,7.9,0.75,,,,,49.2,0.4,20.0,,,1.13,48.46,,0.61,3.88,20.01,14.27005299,19.07546136,4.7688653389999995,9.574273707,10.52439247,9.373287045,8.642426457000001,23.77124064,0.78,1.2,0.0,3.5
2018-01-07 15:00:00,,,,,,,,,,,,,7.1,,,,,,,,,,,51.49666666666667,0.61,15.486666666666666,29.333333333333332,0.26666666666666666,1.47,20.643333333333334,,,,,,,,,,,,,,45.97,1.06,6.8,0.76,,,,,48.915000000000006,0.37,20.525,74.8,17.2,1.15,48.25,,0.81,5.13,18.9,15.07064364,32.45682889,3.630298273,16.83673469,9.458398744,4.905808477,8.771585557,8.869701727,0.74,1.08,0.0,3.5
2018-01-07 18:00:00,,,,,,,,,52.24,0.34,34.8,1.14,,,,700.0,,,,,,1150.0,,51.550000000000004,0.5966666666666667,16.566666666666666,28.166666666666668,0.28,1.3933333333333333,23.686666666666667,49.31,0.65,7.15,21.3,14.64510332,33.99221324,2.665468703,5.39083558,11.32075472,9.883198562,10.90146751,0.57,0.9,46.07,0.81,7.5,0.75,51.85,0.45,30.9,1.14,48.72,0.76,19.8,,,1.11,48.45,408.0,0.54,6.94,19.6,15.63753007,30.76717455,5.586741513,10.13098102,11.28040631,6.415396952999999,9.943865277,10.2379043,0.83,1.31,0.0,3.5
2018-01-07 21:00:00,,,,,,,,,,,,,8.3,,,,,,,,,,,50.9,0.64,15.883333333333335,29.363333333333333,0.26333333333333336,1.3266666666666664,24.406666666666666,,,,,,,,,,,,,,43.38,3.46,8.0,0.81,,,,,49.004999999999995,0.7,20.555,76.4,17.1,1.105,47.57,,2.37,6.72,18.6,14.57239889,31.08984254,4.754553875,9.41648657,9.817845014,8.521148503,6.97746218,14.85026243,0.59,1.63,0.0,3.5
2018-01-08 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,48.47666666666667,1.1366666666666667,16.08666666666667,28.873333333333335,0.25,1.5200000000000002,30.983333333333334,48.26,1.74,6.89,19.09,18.84950117,32.37104649,5.1156866910000005,3.502441095,12.12056888,7.471874337000001,7.662916578,0.53,1.18,44.21,2.25,8.6,0.78,,,,,48.56,1.16,19.69,,,1.52,48.38,,1.59,5.85,19.5,17.08119971,37.67373811,3.657644477,7.827359181,8.705193855,6.912948061,3.7307973660000004,14.41111924,0.54,0.98,0.0,3.5
2018-01-08 03:00:00,,,,,,,,,,,,,6.5,,,,,,,,,,,49.03,1.11,15.896666666666667,29.19333333333333,0.25,1.51,29.233333333333334,,,,,,,,,,,,,,44.76,1.63,8.3,0.76,,,,,48.959999999999994,1.04,20.315,71.0,20.8,1.1949999999999998,48.99,,1.89,6.17,19.3,18.40787717,40.12016021,1.068090788,5.190253672,11.81575434,6.625500668,4.105473965,12.66688919,0.48,1.46,0.0,3.5
